,assetlongdescription_entity_llms,assetlongdescription_entity_llms_left_0,assetlongdescription_entity_llms_right_0,assetlongdescription_entity_llms_left_1,assetlongdescription_entity_llms_right_1,assetlongdescription_entity_llms_left_2,assetlongdescription_entity_llms_right_2
26,"['Feeder - Screw Auger - Direct Drive', 'Material Handling Asset', 'Horizontal', 'Hopper, Screw Auger, Auger Agitator, Auger Shaft Pillow Block Bearings, Auger Shaft Seal Packing, Discharge Chute, Guards and Covers, Drive Gearmotor, Foundation, Gaskets, Hardware & Fasteners', 'Intake Hopper feeds, Discharge or Collection Bins, Electrical power and control', 'Drive Gearmotor']",['Feeder - Screw Auger - Direct Drive'],"['Drive Gearmotor', 'Hopper, Screw Auger, Auger Agitator, Auger Shaft Pillow Block Bearings, Auger Shaft Seal Packing, Discharge Chute, Guards and Covers, Drive Gearmotor, Foundation, Gaskets, Hardware & Fasteners', 'Intake Hopper feeds, Discharge or Collection Bins, Electrical power and control', 'Horizontal', 'Material Handling Asset']","['Material Handling Asset', 'Drive Gearmotor', 'Feeder - Screw Auger - Direct Drive', 'Hopper, Screw Auger, Auger Agitator, Auger Shaft Pillow Block Bearings, Auger Shaft Seal Packing, Discharge Chute, Guards and Covers, Drive Gearmotor, Foundation, Gaskets, Hardware & Fasteners']","['Horizontal', 'Intake Hopper feeds, Discharge or Collection Bins, Electrical power and control']","['Material Handling Asset', 'Drive Gearmotor', 'Hopper, Screw Auger, Auger Agitator, Auger Shaft Pillow Block Bearings, Auger Shaft Seal Packing, Discharge Chute, Guards and Covers, Drive Gearmotor, Foundation, Gaskets, Hardware & Fasteners']","['Feeder - Screw Auger - Direct Drive', 'Intake Hopper feeds, Discharge or Collection Bins, Electrical power and control', 'Horizontal']"
27,"['Pugmill Mixer - Large Electric Drive', 'Material Handling Asset', 'Horizontal']","['Pugmill Mixer - Large Electric Drive', 'Horizontal']",['Material Handling Asset'],"['Horizontal', 'Pugmill Mixer - Large Electric Drive']",['Material Handling Asset'],"['Material Handling Asset', 'Pugmill Mixer - Large Electric Drive']",['Horizontal']
28,"['Pulverizer - Coal - Bowl Type', 'Material Handling Asset']",['Pulverizer - Coal - Bowl Type'],['Material Handling Asset'],['Pulverizer - Coal - Bowl Type'],['Material Handling Asset'],['Material Handling Asset'],['Pulverizer - Coal - Bowl Type']
29,"['Pulverizer - Horizontal Ball Mill - Lime Slaker', 'Facility Asset', 'The entities are not in any specific order and some of them might be redundant.']",['Pulverizer - Horizontal Ball Mill - Lime Slaker'],"['Facility Asset', 'The entities are not in any specific order and some of them might be redundant.']",['The entities are not in any specific order and some of them might be redundant.'],"['Facility Asset', 'Pulverizer - Horizontal Ball Mill - Lime Slaker']",['Pulverizer - Horizontal Ball Mill - Lime Slaker'],"['The entities are not in any specific order and some of them might be redundant.', 'Facility Asset']"
30,"['Coal Handling - Magnetic Separator', 'Material Handling Asset', 'Belt', 'Pulley', 'Roller', 'Magnet', 'Oil Tank', 'Gear Box', 'Motor', 'Rectifier', 'Rectifier Cabinet', 'Control Component', 'Electrical Breaker']","['Pulley', 'Gear Box', 'Rectifier Cabinet', 'Coal Handling - Magnetic Separator', 'Motor', 'Material Handling Asset', 'Magnet', 'Electrical Breaker', 'Control Component', 'Belt']","['Roller', 'Rectifier', 'Oil Tank']","['Oil Tank', 'Pulley', 'Belt', 'Electrical Breaker', 'Magnet']","['Gear Box', 'Material Handling Asset', 'Roller', 'Coal Handling - Magnetic Separator', 'Rectifier', 'Motor', 'Control Component', 'Rectifier Cabinet']","['Motor', 'Rectifier Cabinet', 'Pulley', 'Gear Box', 'Rectifier', 'Magnet', 'Oil Tank', 'Control Component']","['Coal Handling - Magnetic Separator', 'Electrical Breaker', 'Belt', 'Material Handling Asset', 'Roller']"
31,"['Bumper - Spring', 'Material Handling Asset', 'Stationary Cylinder', 'Spring', 'Plunger', 'Mounting Bracket', 'Safety Cables', 'Spring']","['Stationary Cylinder', 'Plunger', 'Spring', 'Spring', 'Material Handling Asset']","['Safety Cables', 'Mounting Bracket', 'Bumper - Spring']","['Stationary Cylinder', 'Material Handling Asset', 'Spring', 'Spring', 'Plunger']","['Bumper - Spring', 'Safety Cables', 'Mounting Bracket']","['Spring', 'Plunger', 'Bumper - Spring', 'Material Handling Asset']","['Safety Cables', 'Mounting Bracket', 'Spring', 'Stationary Cylinder']"
32,"['Bumper - Solid', 'Material Handling Asset']",['Bumper - Solid'],['Material Handling Asset'],['Material Handling Asset'],['Bumper - Solid'],['Bumper - Solid'],['Material Handling Asset']
33,"['Cable - Plant - Control - Silicon Rubber Insulation and Sheath', 'Electrical Asset', 'Cable', 'Insulation and Sheath', 'Silicon Rubber', 'Terminations and terminal strips', 'Splices', 'Cable trays', 'Ducts', 'Conduits', 'Man and hand holes', 'Pull boxes', 'Copper', 'Wet or dry locations', 'Dry location only']","['Cable', 'Wet or dry locations', 'Pull boxes', 'Cable trays', 'Terminations and terminal strips']","['Electrical Asset', 'Conduits', 'Splices', 'Silicon Rubber', 'Copper', 'Dry location only', 'Cable - Plant - Control - Silicon Rubber Insulation and Sheath', 'Ducts', 'Man and hand holes', 'Insulation and Sheath']","['Terminations and terminal strips', 'Conduits']","['Man and hand holes', 'Cable trays', 'Dry location only', 'Pull boxes', 'Splices', 'Cable', 'Insulation and Sheath', 'Ducts', 'Silicon Rubber', 'Electrical Asset', 'Wet or dry locations', 'Copper', 'Cable - Plant - Control - Silicon Rubber Insulation and Sheath']","['Terminations and terminal strips', 'Pull boxes', 'Cable', 'Electrical Asset', 'Wet or dry locations', 'Conduits', 'Splices', 'Cable - Plant - Control - Silicon Rubber Insulation and Sheath', 'Dry location only', 'Cable trays', 'Silicon Rubber']","['Man and hand holes', 'Ducts', 'Insulation and Sheath', 'Copper']"
34,"['Electrical Asset', 'Cable', 'Plant', 'Instrumentation', 'CPE Jacket', 'FREP Insulation', 'Terminations', 'Terminal Strips', 'Splices', 'Cable trays', 'Ducts', 'Conduits', 'Man and hand holes', 'Pull boxes', 'Copper', 'The entities are not in any particular order and some entities may have additional details.']","['Instrumentation', 'CPE Jacket', 'Splices', 'FREP Insulation', 'The entities are not in any particular order and some entities may have additional details.', 'Plant', 'Conduits', 'Terminal Strips', 'Electrical Asset', 'Man and hand holes', 'Cable', 'Pull boxes', 'Cable trays', 'Terminations']","['Copper', 'Ducts']","['Cable', 'The entities are not in any particular order and some entities may have additional details.', 'Splices', 'Pull boxes', 'Ducts', 'Plant', 'Man and hand holes', 'CPE Jacket', 'Terminations', 'Instrumentation']","['Cable trays', 'Copper', 'FREP Insulation', 'Terminal Strips', 'Conduits', 'Electrical Asset']","['The entities are not in any particular order and some entities may have additional details.', 'Terminal Strips']","['Splices', 'Conduits', 'Instrumentation', 'Copper', 'FREP Insulation', 'Cable', 'CPE Jacket', 'Man and hand holes', 'Cable trays', 'Electrical Asset', 'Terminations', 'Pull boxes', 'Ducts', 'Plant']"
35,"['Electrical Asset', 'Cable - Plant - Low Power and Control - CSPE Jacket with XLPE Insulation', 'Cable (wet or dry locations)', 'Jacket', 'Hypalon/CSPE (Chlorosulphonated Polyethylene)', 'Insulation', 'XLPE (Cross Linked Polyethylene)', 'Terminations and terminal strips (dry location only)', 'Splices (wet or dry locations)', 'Cable trays', 'Ducts', 'Conduits', 'Man and hand holes', 'Pull boxes', 'Copper conductors', 'In a duct, conduit, or cable tray']",['Electrical Asset'],"['Copper conductors', 'In a duct, conduit, or cable tray', 'Splices (wet or dry locations)', 'Conduits', 'XLPE (Cross Linked Polyethylene)', 'Pull boxes', 'Jacket', 'Terminations and terminal strips (dry location only)', 'Cable trays', 'Ducts', 'Insulation', 'Man and hand holes', 'Cable (wet or dry locations)', 'Hypalon/CSPE (Chlorosulphonated Polyethylene)', 'Cable - Plant - Low Power and Control - CSPE Jacket with XLPE Insulation']","['Conduits', 'Hypalon/CSPE (Chlorosulphonated Polyethylene)', 'Cable (wet or dry locations)', 'Ducts', 'Electrical Asset', 'XLPE (Cross Linked Polyethylene)', 'In a duct, conduit, or cable tray', 'Jacket', 'Copper conductors', 'Man and hand holes', 'Insulation', 'Cable - Plant - Low Power and Control - CSPE Jacket with XLPE Insulation', 'Pull boxes', 'Terminations and terminal strips (dry location only)', 'Splices (wet or dry locations)']",['Cable trays'],"['Hypalon/CSPE (Chlorosulphonated Polyethylene)', 'Jacket']","['Copper conductors', 'XLPE (Cross Linked Polyethylene)', 'Terminations and terminal strips (dry location only)', 'Electrical Asset', 'Insulation', 'Man and hand holes', 'Cable trays', 'Ducts', 'Cable - Plant - Low Power and Control - CSPE Jacket with XLPE Insulation', 'Splices (wet or dry locations)', 'Conduits', 'Cable (wet or dry locations)', 'Pull boxes', 'In a duct, conduit, or cable tray']"
36,"['Electrical Asset', 'Cable', 'Plant', 'Low Power and Control', 'Neoprene Jacket', 'XLPE Insulation', 'Terminations and terminal strips', 'Splices', 'Copper', 'Wet or Dry', 'Duct, Conduit, or Cable Tray', 'Cable trays', 'Ducts', 'Conduits', 'Man and hand holes', 'Pull boxes']","['Plant', 'Neoprene Jacket']","['Wet or Dry', 'Duct, Conduit, or Cable Tray', 'Cable', 'Conduits', 'Ducts', 'XLPE Insulation', 'Electrical Asset', 'Copper', 'Low Power and Control', 'Pull boxes', 'Terminations and terminal strips', 'Splices', 'Man and hand holes', 'Cable trays']","['Plant', 'Ducts']","['Neoprene Jacket', 'Cable trays', 'Duct, Conduit, or Cable Tray', 'Copper', 'Low Power and Control', 'XLPE Insulation', 'Conduits', 'Man and hand holes', 'Pull boxes', 'Electrical Asset', 'Cable', 'Splices', 'Terminations and terminal strips', 'Wet or Dry']","['Low Power and Control', 'Splices', 'Cable trays', 'Duct, Conduit, or Cable Tray', 'Neoprene Jacket', 'Copper', 'Ducts']","['Conduits', 'Pull boxes', 'Man and hand holes', 'Electrical Asset', 'Wet or Dry', 'Cable', 'XLPE Insulation', 'Plant', 'Terminations and terminal strips']"
37,"['Cable - Buried Power - Jacketed - Butyl', 'Electrical Asset']",['Cable - Buried Power - Jacketed - Butyl'],['Electrical Asset'],['Cable - Buried Power - Jacketed - Butyl'],['Electrical Asset'],['Electrical Asset'],['Cable - Buried Power - Jacketed - Butyl']
38,"['Cable - Buried Power - Jacketed - TR-XLP', 'Electrical Asset']",['Cable - Buried Power - Jacketed - TR-XLP'],['Electrical Asset'],['Electrical Asset'],['Cable - Buried Power - Jacketed - TR-XLP'],['Cable - Buried Power - Jacketed - TR-XLP'],['Electrical Asset']
39,"['Electrical Asset', 'Cable', 'Buried Power', 'Jacketed', 'XLP-HMWPE', 'Cable itself', '500 foot length', 'Terminations and splices', 'Lightning arrestors, transformers, ducts, man and hand holes, pull boxes, etc. (excluded)', '4 hours (when digging is necessary)']","['4 hours (when digging is necessary)', '500 foot length', 'Buried Power', 'XLP-HMWPE', 'Electrical Asset', 'Cable itself', 'Jacketed', 'Cable', 'Terminations and splices']","['Lightning arrestors, transformers, ducts, man and hand holes, pull boxes, etc. (excluded)']","['XLP-HMWPE', '500 foot length', 'Jacketed', 'Terminations and splices']","['Cable itself', 'Lightning arrestors, transformers, ducts, man and hand holes, pull boxes, etc. (excluded)', 'Buried Power', '4 hours (when digging is necessary)', 'Cable', 'Electrical Asset']","['4 hours (when digging is necessary)', 'Electrical Asset', 'XLP-HMWPE', 'Jacketed', '500 foot length', 'Terminations and splices']","['Lightning arrestors, transformers, ducts, man and hand holes, pull boxes, etc. (excluded)', 'Cable', 'Cable itself', 'Buried Power']"
40,"['Cable - Buried Power - PILC', 'Electrical Asset', 'Neutral cable is excluded', 'Repair times do not include digging time. Add 4 hours for digging.']","['Repair times do not include digging time. Add 4 hours for digging.', 'Cable - Buried Power - PILC', 'Electrical Asset']",['Neutral cable is excluded'],['Repair times do not include digging time. Add 4 hours for digging.'],"['Cable - Buried Power - PILC', 'Neutral cable is excluded', 'Electrical Asset']","['Electrical Asset', 'Neutral cable is excluded', 'Repair times do not include digging time. Add 4 hours for digging.']",['Cable - Buried Power - PILC']
41,"['Cable - Buried Power - Unjacketed - Butyl', 'Electrical Asset', 'The repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.']","['The repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.', 'Cable - Buried Power - Unjacketed - Butyl']",['Electrical Asset'],['The repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.'],"['Cable - Buried Power - Unjacketed - Butyl', 'Electrical Asset']",['The repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.'],"['Electrical Asset', 'Cable - Buried Power - Unjacketed - Butyl']"
42,"['Cable - Buried Power - Unjacketed - TR-XLP', 'Electrical Asset']",['Cable - Buried Power - Unjacketed - TR-XLP'],['Electrical Asset'],['Cable - Buried Power - Unjacketed - TR-XLP'],['Electrical Asset'],['Cable - Buried Power - Unjacketed - TR-XLP'],['Electrical Asset']
43,"['Electrical Asset', 'Cable', 'Buried Power', 'Unjacketed', 'XLP-HMWPE (Cross Linked Polyethylene – High Molecular Weight Polyethylene)', 'Repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.']","['Repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.', 'Buried Power', 'XLP-HMWPE (Cross Linked Polyethylene – High Molecular Weight Polyethylene)']","['Cable', 'Electrical Asset', 'Unjacketed']","['Cable', 'XLP-HMWPE (Cross Linked Polyethylene – High Molecular Weight Polyethylene)']","['Repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.', 'Buried Power', 'Unjacketed', 'Electrical Asset']","['Cable', 'Unjacketed', 'Buried Power', 'XLP-HMWPE (Cross Linked Polyethylene – High Molecular Weight Polyethylene)']","['Electrical Asset', 'Repair times refer to cases where digging is not required to access the cable. About 4 hours should be added to all repair times when digging is necessary.']"
44,"['Electrical Asset', 'Cable', '5-15kV', 'Black EPR', 'Jacketed-Shielded', 'Duct/Conduit/Tray', 'Wet/Dry', 'Dry', 'No', '500 feet', 'Splices, Lightning Arrestors, Transformers, Ducts, Man and Hand Holes, Pull Boxes', 'Wet/Dry Cable, Outdoor Termination, Dry Termination']","['5-15kV', 'Electrical Asset', 'Jacketed-Shielded']","['Duct/Conduit/Tray', 'Wet/Dry', 'Splices, Lightning Arrestors, Transformers, Ducts, Man and Hand Holes, Pull Boxes', 'Dry', 'Black EPR', 'No', 'Cable', 'Wet/Dry Cable, Outdoor Termination, Dry Termination', '500 feet']",['Cable'],"['Dry', 'Wet/Dry', 'Splices, Lightning Arrestors, Transformers, Ducts, Man and Hand Holes, Pull Boxes', 'Jacketed-Shielded', 'Black EPR', 'Electrical Asset', 'Duct/Conduit/Tray', 'Wet/Dry Cable, Outdoor Termination, Dry Termination', '5-15kV', 'No', '500 feet']","['Wet/Dry Cable, Outdoor Termination, Dry Termination', 'Dry', 'No', 'Wet/Dry', 'Jacketed-Shielded']","['Cable', 'Electrical Asset', 'Duct/Conduit/Tray', 'Black EPR', '5-15kV', '500 feet', 'Splices, Lightning Arrestors, Transformers, Ducts, Man and Hand Holes, Pull Boxes']"
45,"['Electrical Asset', 'Cable', '5-15kV', 'Black EPR', 'Jacketed-Shielded', 'Duct/Conduit/Tray', 'wet/dry cable, outdoor termination', 'no splice, 500 foot length, terminations (outdoor location only)', 'splices, lightning arrestors, transformers, ducts, man and hand holes, pull boxes', 'wet/dry cable, outdoor termination, no splice']","['no splice, 500 foot length, terminations (outdoor location only)', 'wet/dry cable, outdoor termination', 'wet/dry cable, outdoor termination, no splice', 'Cable']","['Duct/Conduit/Tray', 'Black EPR', 'splices, lightning arrestors, transformers, ducts, man and hand holes, pull boxes', 'Jacketed-Shielded', '5-15kV', 'Electrical Asset']","['no splice, 500 foot length, terminations (outdoor location only)', 'Jacketed-Shielded', '5-15kV', 'splices, lightning arrestors, transformers, ducts, man and hand holes, pull boxes', 'Duct/Conduit/Tray', 'wet/dry cable, outdoor termination, no splice', 'Black EPR', 'wet/dry cable, outdoor termination']","['Cable', 'Electrical Asset']","['Duct/Conduit/Tray', 'Jacketed-Shielded', 'Cable', 'wet/dry cable, outdoor termination', 'no splice, 500 foot length, terminations (outdoor location only)', 'Black EPR', 'Electrical Asset', '5-15kV', 'splices, lightning arrestors, transformers, ducts, man and hand holes, pull boxes']","['wet/dry cable, outdoor termination, no splice']"
