TypeData.CompTypeID,TypeData.GenCompType,failure_locations
CBL_PWR_PLT_BLK_EPR_Duct_2,"Cable - Plant - 5-15kV - Black EPR - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - conductor', 'Cable - insulation shield (polymer tape)', 'Cable - outer jacket', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - taped metal shield', 'Terminations - outdoor']"
CBL_PWR_PLT_BLK_EPR_DuctNS_1,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation', 'Terminations - dry', 'Cable - outer jacket']"
CBL_PWR_PLT_BLK_EPR_DuctNS_3,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Terminations - outdoor']"
CBL_PWR_PLT_BLK_EPR_UG_1,"Cable - Plant - 5-35kV - Black EPR - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - conductor', 'Cable - insulation shield (polymer tape)', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - taped metal shield', 'Terminations - outdoor or dry']"
CBL_PWR_PLT_BRN_EPR_DR_Duct_1,"Cable - Plant - 5-15kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Terminations - dry', 'Cable - insulation shield (extruded polymer)', 'Cable - outer jacket', 'Cable - insulation', 'Cable - taped metal shield']"
CBL_PWR_PLT_BRN_EPR_DR_Duct_2,"Cable - Plant - 5-15kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - conductor', 'Cable - insulation shield (extruded polymer)', 'Cable - outer jacket', 'Cable - insulation', 'Cable - taped metal shield', 'Terminations - outdoor']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_2,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_3,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Terminations - outdoor']"
CBL_PWR_PLT_BRN_EPR_DR_UG_1,"Cable - Plant - 5-35kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - conductor', 'Cable - insulation shield (extruded polymer)', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Cable - taped metal shield', 'Terminations - outdoor or dry']"
CBL_PWR_PLT_BUTYL_Duct_2,"Cable - Plant - 5-15kV - Butyl - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - conductor', 'Cable - insulation shield (polymer tape)', 'Cable - outer jacket', 'Terminations', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - neutral (concentric or taped only)']"
CBL_PWR_PLT_BUTYL_DuctNS_1,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation', 'Terminations - dry', 'Cable - outer jacket']"
CBL_PWR_PLT_BUTYL_DuctNS_2,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket']"
CBL_PWR_PLT_BUTYL_DuctNS_3,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Terminations - outdoor']"
CBL_PWR_PLT_BUTYL_UG_1,"Cable - Plant - 5-35kV - Butyl - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - conductor', 'Cable - insulation shield (polymer tape)', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - neutral (concentric or taped only)', 'Terminations - outdoor or dry']"
CBL_PWR_PLT_PINK_EPR_DF_Duct_1,"Cable - Plant - 5-15kV - Pink EPR - Discharge Free - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation shield (extruded polymer)', 'Cable - outer jacket', 'Terminations', 'Cable - insulation', 'Cable - taped metal shield']"
CBL_PWR_PLT_PINK_EPR_DF_Duct_2,"Cable - Plant - 5-15kV - Pink EPR - Discharge Free - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - conductor', 'Cable - insulation shield (extruded polymer)', 'Cable - outer jacket', 'Cable - insulation', 'Cable - taped metal shield', 'Terminations - outdoor']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_1,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation', 'Cable - outer jacket', 'Terminations']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_3,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Terminations - outdoor']"
CBL_PWR_PLT_Splice_1,Cable - Plant - Splice - 5-15kV,['Splices']
CBL_PWR_PLT_TR_XLPE_Duct_1,"Cable - Plant - 5-15kV - TR-XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation shield (extruded polymer)', 'Cable - outer jacket', 'Terminations', 'Cable - insulation', 'Cable - taped metal shield']"
CBL_PWR_PLT_TR_XLPE_UG_1,"Cable - Plant - 5-35kV - TR-XLPE - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - conductor', 'Cable - insulation shield (extruded polymer)', 'Cable - outer jacket', 'Splices', 'Cable - insulation', 'Cable - taped metal shield', 'Terminations - outdoor or dry']"
CBL_PWR_PLT_XLPE_Duct_1,"Cable - Plant - 5-15kV - XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - outer jacket', 'Cable - insulation shield (extruded or taped polymer)', 'Terminations', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - taped metal shield']"
CBL_PWR_PLT_XLPE_Duct_2,"Cable - Plant - 5-15kV - XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - conductor', 'Cable - outer jacket', 'Cable - insulation shield (extruded or taped polymer)', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - taped metal shield', 'Terminations - outdoor']"
CBL_PWR_PLT_XLPE_UG_1,"Cable - Plant - 5-35kV - XLPE - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - conductor', 'Cable - outer jacket', 'Cable - insulation shield (extruded or taped polymer)', 'Splices', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - taped metal shield', 'Terminations - outdoor or dry']"
ChillerandCOMP_1,HVAC - Chiller & Centrifugal Compressor,"['Compressor, Gaskets', 'Rupture disk', 'Solenoid Valves', 'Compressor System Failure', 'Coupling', 'Oil Return System: Eductor, Sump Level switch, SOV', 'Fasteners/ Hardware', 'Bearings', 'Compressor, Lubrication Failure', 'Heat Exchangers: Evaporator', 'Purge Unit', 'Pressure Relief Valve (Safety Valve)', 'Refrigerant Operated Control Valve', 'Compressor, Shaft seal', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Heat Exchangers: Condenser', 'Capacity Control (PreRotation Vanes)', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Refrigerant Metering Device', 'Gear Box', 'Compressor, Impeller']"
ChillerandCOMP_2,HVAC - Chiller & Reciprocating Compressor,"['Compressor, Gaskets', 'Rupture disk', 'Solenoid Valves', 'Compressor, Unloader Valve', 'Bearings', 'Compressor, Lubrication Failure', 'Heat Exchangers: Evaporator', 'Compressor, Cylinders', 'Purge Unit', 'Compressor, Frame and Mounting', 'Pressure Relief Valve (Safety Valve)', 'Refrigerant Operated Control Valve', 'Compressor, Shaft seal', 'Pulleys and Belts', 'Fasteners/Hardware', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Heat Exchangers: Condenser', 'Compressor, Shaft', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Refrigerant Metering Device', 'Compressor, Relief Valve']"
ChillerandCOMP_3,HVAC - Chiller & Rotary Screw Compressor,"['Compressor, Gaskets', 'Compressor, Capacity Slide Control Valve', 'Rupture Disk', 'Solenoid Valves', 'Coupling', 'Compressor, Oil Pump', 'Fasteners/ Hardware', 'Bearings', 'Heat Exchangers: Evaporator', 'Purge Unit', 'Compressor, Lubrication', 'Pressure Relief Valve (Safety Valve)', 'Refrigerant Operated Control Valve', 'Compressor, Shaft seal', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Heat Exchangers: Condenser', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Compressor, Bull Gear', 'Compressor, Rotors', 'Refrigerant Metering Device', 'Separator Oil Heater']"
CIP_Skid_V0,CIP - Clean In-Place Skid,"['Filter - CIP Process Fluid', 'Control Panel and Enclosure (Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Control Module, Lights, Switches, Alarms, Wiring, etc.)', 'VDF (Pump Motor Variable Frequency Drive)', 'Pipe and Fittings', 'Valve - Temperature & Flow Control Valves (Air Operated)', 'Valve - Manual - Vent, Drain, and Isolation (Gate, Globe, Plug)', 'Valve - Manual - Vent, Drain, and Isolation (Diaphragm type)', 'Filter - Process Air', 'Valve - Ball (Manual)', 'Valve - Ball (Air Operated)', 'Instrumentation - Gauges or Indicators (Temperature, Pressure, Flow)', 'Tank Rupture Disk', 'Valve - Diaphragm (Air Operated)', 'E-Stops and Interlocks', 'Pipe and Instrument Penetrations, and Thermowells', 'Strainer', 'Valve - Check (Swing Type)', 'PLC and HMI - (Programmable Logic Controller and Human Machine Interface Touch Screen)', 'Tank', 'Pump Motor', 'Tri-Clamp Isolation Devices', 'Valve - Relief', 'Flex Hoses, Flex Lines, and Fittings', 'Pipe Insulation', 'Instrumentation - Indicator and Transmitter (Conductivity, Flow, Level, Pressure, Temperature)', 'Heat Exchanger', 'Steam Trap (Balanced Pressure Thermostatic Type)', 'Ground or Earth Connection', 'Pump', 'Valve - Pressure Control Valve (Diaphragm Manual)']"
Cleaner_ESP_V0,Electrostatic Precipitator - High Voltage,"['High Voltage Supply', 'Fan with Motor, if present', 'Electronic Controller', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, motor starter)', 'Covers', 'Inlet Filter Media, if present', 'Tower', 'ESP Element', 'Wiring and Terminations', 'Transformer']"
CNC_Cutter_5Axis_1,CNC Machine - Multi-Axis Cutter,"['Axis-A Yoke', 'Axis-Z Motor, coupling, & brake', 'Spindle Unclamp push button', 'Axis-A Over travel limit switch', 'Spindle over temperature sensor', 'Axis-C Speed Control Resolver', 'Vacuum Manifold Pressure switches', 'Spindle Motor Coolant Line', 'Vacuum Manifold Vacuum Chuck', 'Axis-Z Gear set', 'Axis-A Motor', 'Spindle motor', 'Axis-Y Roller pack', 'Axis-C Home Limit Switch', 'Vacuum Manifold  and manifold piping', 'Spindle Drawbar Intensifier', 'Spindle Drawbar clamp proximity switch', 'Axis-X Roller pack', 'Vacuum Manifold Bed sections', 'Tool Drum Once per tool limit switch', 'Axis-Y Positioning resolver', 'Axis-Y Piping & Tubing', 'Axis-Z Tubing & connectors', 'Axis-Z Tachometer', 'Axis-X Power track', 'Vacuum Manifold Tubing & connectors', 'Axis-Z Positioning resolver', 'Spindle Dust collector solenoid', 'Axis-X Ways & covers', 'Bed Jacking bolts', 'Tool Drum Lines & Connectors', 'Tool Drum Tool changer shot pin solenoid', 'Vacuum Manifold Pneumatic operated chuck valve', 'Axis-Z Lead screw & ball nut', 'CNC Computer Cabinet', 'Axis-C Positioning resolver', 'Tool Drum Rotary Selector Switch tray CW/CCW', 'Axis-A Speed Control resolver', 'Tool Drum Tool tray door open & close solenoid valve', 'Tool Drum Pocket collapse limit switch', 'Axis-X Gearbox & Couplings', 'Axis-X Motor', 'Tool Drum Hydraulic motor', 'Spindle Air blast solenoid', 'CNC Computer', 'Axis-Y Speed Control Resolver', 'Axis-Y Motor', 'Axis-A Home Limit Switch', 'Axis-Z Counter balance relief valve', 'Axis-X Home Limit Switch', 'Axis-Y Home Limit Switch', 'Axis-A Gear set', 'Tool Drum Door closed proximity switch', 'Axis-A Positioning resolver', 'Spindle lube air solenoid', 'Wiring & connectors', 'Vacuum Manifold Solenoid operated pilot supply valve', 'Axis-Y Gear set', 'Axis-Y Over travel limit switch', 'Gantry spindle lube collection tank', 'Axis-Y Tachometer', 'Axis-X Over travel limit switch', 'Spindle Motor', 'Axis-Z Roller pack', 'Operator Control Station', 'Spindle run light', 'Head and Column Tubing, Hoses & Quick Disconnect couplings', 'Spindle vibration sensor', 'Axis-C Over travel limit switch', 'Axis-Y Ways & covers', 'Axis-Z Home Limit Switch', 'Axis-Z Speed Control Resolver', 'Axis-X Speed Control Resolver', 'Spindle Motor Lube Oil Line', 'Axis-X Positioning resolver', 'Axis-Z Power track', 'Spindle Drawbar unclamp proximity switch', 'Tool Drum Assembly', 'Axis-Y Lead screw & ball nut', 'Spindle Tool deflection sensor', 'Spindle Motor Drawbar', 'Head and Column Dust collection hose', 'Tool Drum position limit switch', 'Axis-X Gear rack section', 'Safety E-Stops and Interlocks', 'Axis-C Gear set', 'Axis-C Motor', 'Tool Drum Selector switch door', 'Tool Drum Shot pin advance limit switch', 'Spindle Drawbar proximity amplifier (clamp and unclamp)', 'Vacuum Manifold Solenoid operated pilot chuck valve', 'Gantry bridge', 'Gantry uprights', 'Tool Drum Tool tray CW/CCW solenoid valve', 'Vacuum Manifold Pneumatic operated main supply valve', 'Axis-Y Power track', 'Tool Drum Door open/close hydraulic rotary actuator', 'Axis-Z Ways & covers', 'CNC Software', 'Axis-Z Over travel limit switch', 'Tool Drum Tool door open proximity switch', 'Axis-Z Counter balance']"
COMP_Air_1,Compressor - Centrifugal,"['Inlet Air Filters, Element Type', 'Solenoid valve', 'Drain Traps', 'Discharge check valve', 'Lube oil filter', 'Bull Gear Shaft seal', 'Pressure and temperature transducers, vibration probes', 'Control relays', 'Lube oil suction strainer', 'Pinion Shaft seals (air and oil)', 'Coupling', 'Valve position transducer', 'Lube oil immersion heaters, if present', 'Fasteners/ Hardware', 'Inter & After Coolers', 'Oil pressure control valve', 'Impellers', 'Inlet nozzle', 'Bearings', 'Gaskets', 'Bull/Pinion gears', 'Inlet Throttle Valve (Guide Vane type)', 'Oil temperature control valve (AMOT type)', 'Inlet Throttle/ Blow off or Bypass control valve (Actuator Diaphragm type)', 'Lube oil cooler', 'Controller cabinet vent filter', 'Demister', 'Controller cabinet vent fan', 'Main lube oil pump - shaft driven', 'Prelube pump - motor driven', 'Diffusers', 'Electronic controller', 'Oil line orifices']"
COMP_Air_4,Compressor - Rotary Screw,"['Balance Piston', 'Inlet Air Filters, Element Type', 'Inlet Throttle Valve', 'Sight glass', 'Unloader', 'Inter & After Coolers, Tubes', 'Bull Gear', 'Oil lines', 'Gaskets, O-rings & Packing', 'Coupling', 'Fasteners/ Hardware', 'LP & HP Elements', 'Inter & After Coolers, Tube sheets & baffles', 'Shaft seal', 'Traps', 'Oil pump', 'Bearings', 'Oil filter', 'Lubrication', 'Oil suction screens']"
CoolingTower_MechDraft_Counterflow_V1,Cooling Tower - Mechanical Draft - Counter Flow,"['Motor bearings - rolling element', 'Motor shaft', 'Hot water distribution', 'Structural members - concrete (deck members, beams, columns, joints), if present', 'Drive shaft - graphite composite', 'Motor base', 'Motor stator laminations', 'Motor bearing lubrication delivery & drain tubes', 'Cold water basins and walls', 'Gearbox fan - external', 'Shroud', 'Tower anchorage', 'Stairs and walkways - concrete type', 'Drift eliminators - blade type (PVC type)', 'Motor leads and electrical connections', 'Motor rotor bars and shorting rings (cast type)', 'Cold water basins', 'Gearbox sump oil heater, if present', 'Stairs and walkways - wood type', 'Fan assembly', 'Gearbox oil', 'Vibration sensors and instrumentation', 'Drift eliminators - blade type (all types)', 'Fill', 'Structural members - wood (deck members, beams, columns, joints), if present', 'Casing', 'Motor endbells or bearing housings', 'Motor frame', 'Motor lubrication - grease - open bearing', 'Gearbox shaft oil seals', 'Splash deflectors', 'Gearbox gears', 'Gearbox bearings - rolling element (radial and thrust)', 'Motor rotor fans and hardware', 'Gearbox gaskets', 'Gearbox base or mounting', 'Motor stator winding - blocking, bracing, and wedges', 'Gearbox anti-rotation device, if present', 'Motor lubrication - grease - shielded bearing', 'Structural members - concrete (beams only), if present', 'Vibration trip switch', 'Gearbox oil line (external), if present', 'Structural members - FPR (deck members, beams, columns, joints), if present', 'Motor bearing grease seals', 'Stairs and walkways - hardware', 'Gearbox oil line (suction only), if present', 'Gearbox instrumentation (oil temperature, oil level)', 'Drift eliminators - cellular type', 'Motor anti-rotation device, if present', 'Motor space heaters', 'Stairs and walkways - FRP type', 'Coupling - pin and bushing, if present', 'Structural hardware (e.g. fasteners, shear connectors, diagonal straps)', 'Motor fan - external', 'Motor stator windings', 'Coupling - disc pack or diaphragm, if present', 'Gearbox bolting', 'Gearbox oil breather', 'Motor lubrication - grease', 'Drift eliminators - blade type (wood type)', 'Motor gaskets', 'Gearbox pressure relief valve, if present']"
