TypeData.CompTypeID,TypeData.GenCompType,failure_locations
TURB_GSSYS_1,Main Turbine Gland Steam System with Atemperator,"['Desuperheater (Atemperator) - Controller', 'Relief Valves', 'Check Valves', 'Piping', 'Gland Packing', 'Gland Packing Housing', 'Gland Seal Pressure Controller', 'Desuperheater (Atemperator) - Spray Nozzles', 'Gland Seal (or steam packing) Condenser Exhauster', 'Gland Packing - Spring Back Type only', 'Gland Seal (or steam packing) Drain', 'Orifices', 'Strainers', 'Gland seal (or steam packing) Condenser', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Steam Seal Bypass Unloading Valve', 'Header Pressure Indicator']"
TURB_GSSYS_2,Main Turbine Gland Steam System without Atemperator,"['Relief Valves', 'Check Valves', 'Piping', 'Gland Packing', 'Gland Packing Housing', 'Gland Seal Pressure Controller', 'Gland Seal (or steam packing) Condenser Exhauster', 'Gland Packing - Spring Back Type only', 'Gland Seal (or steam packing) Drain', 'Orifices', 'Strainers', 'Gland seal (or steam packing) Condenser', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Steam Seal Bypass Unloading Valve', 'Header Pressure Indicator']"
TURB_LOHX_1,Main Turbine Lube Oil Heat Exchanger,"['Internal Hardware; including: Baffle Plates, Support Plates, Tie Rods, and Spacers', 'Shell, Inlet and Outlet Nozzles', 'Tubes', 'Tube Joint: Welded', 'Closure Devices, Channel Partitions, Reversing Chambers, and Flange', 'Tube Sheets', 'Tube Joint: Rolled']"
TURB_LOPM_1,Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor,"['Pump Bearing Retainers', 'Pump Column Piping', 'Pump Mechanical Seal', 'Motor Bearing Seal', 'Motor Stator - Windings', 'Pump / Motor Coupling', 'Motor Gaskets', 'Pump / Motor Mount', 'Pump Casing Vent', 'Motor Leads and Electrical Connections', 'Pump Wear rings', 'Pump Bearings - Sleeve', 'Motor Frame and Enclosure', 'Pump Discharge Head', 'Pump Bearings - Thrust', 'Pump Bearing Oil Supply Line', 'Motor Cooling Fan', 'Motor Shaft', 'Motor Machine Fits', 'Motor Bearings: Antifriction', 'Pump Gaskets', 'Motor Space Heaters', 'Pump Shaft', 'Pump Suction Strainer', 'Pump Impeller', 'Motor Cast Rotor: Rotor bars and shorting rings']"
TURB_LOPM_2,Main Turbine Lube Oil AC Bearing Oil Pump and Motor,"['Pump Bearing Retainers', 'Pump Column Piping', 'Pump Mechanical Seal', 'Motor Bearing Seal', 'Motor Stator - Windings', 'Pump / Motor Coupling', 'Motor Gaskets', 'Pump / Motor Mount', 'Pump Casing Vent', 'Motor Leads and Electrical Connections', 'Pump Wear rings', 'Pump Bearings - Sleeve', 'Motor Frame and Enclosure', 'Pump Discharge Head', 'Pump Bearings - Thrust', 'Pump Bearing Oil Supply Line', 'Motor Cooling Fan', 'Motor Shaft', 'Motor Machine Fits', 'Motor Bearings: Antifriction', 'Pump Gaskets', 'Motor Space Heaters', 'Pump Shaft', 'Pump Suction Strainer', 'Pump Impeller', 'Motor Cast Rotor: Rotor bars and shorting rings']"
TURB_LOPM_3,Main Turbine Lube Oil Bearing Oil Lift Pump and Motor,"['Motor Cooling Fan', 'Motor Leads and Electrical Connections', 'LP Lift/Jacking Pumps', 'Pressure Switch', 'Pump and Motor Base', 'Motor Stator - Windings', 'Oil Supply Piping', 'Motor Bearings', 'Pump and Motor Coupling', 'Pump Suction Strainer', 'Discharge Piping Ball Check Valve', 'Discharge piping and flex lines']"
TURB_LOPM_4,Main Turbine Lube Oil DC Emergency Pump and Motor,"['Pump Bearing Retainers', 'Pump Column Piping', 'Pump Mechanical Seal', 'Motor Bearing Seal', 'Motor Stator - Windings', 'Pump / Motor Coupling', 'Motor Gaskets', 'Pump / Motor Mount', 'Pump Casing Vent', 'Motor Leads and Electrical Connections', 'Pump Wear rings', 'Pump Bearings - Sleeve', 'Motor Frame and Enclosure', 'Pump Discharge Head', 'Motor Armature - Windings', 'Pump Bearings - Thrust', 'Motor Armature', 'Pump Bearing Oil Supply Line', 'Motor Cooling Fan', 'Motor Brushes', 'Motor Rotor - Commutator', 'Motor Shaft', 'Motor Machine Fits', 'Motor Bearings: Antifriction', 'Pump Gaskets', 'Motor Space Heaters', 'Pump Shaft', 'Pump Suction Strainer', 'Pump Impeller', 'Motor Brush Rigging']"
TURB_LORSVR_1,Main Turbine Lube Oil Reservoir with Booster Pump,"['Booster Pump Baffler Bypass Valve', 'Manual Valves, e.g. drain valves', 'Booster Pump and Turbine Assembly', 'Booster Pump Turbine Nozzles', 'Oil', 'Vapor Extractor discharge check valves', 'Booster Pump Baffler Valve', 'External Heater, if present', 'Pipe Supports', 'Vapor Extractor Discharge Valve', 'Flanged Joints', 'Vapor Extractor', 'Reservoir Return Strainer Access Hatch', 'Booster Pump Inlet Strainer', 'Demister, inlet and outlet', 'Demister, outlet drain', 'Booster Pump discharge check valve', 'Electric Pumps discharge check valve', 'Reservoir', 'Return Strainers', 'Oil Loop Seals', 'Three-way Transfer Valve (bearing oil coolers)', 'Immersion Heaters, if present', 'Mechanical Oil Level Gauge', 'Pressure Relief Valve (i.e. Regulator valve)']"
TURB_LORSVR_2,Main Turbine Lube Oil Reservoir with Ejectors,"['Ejector discharge check valve', 'Ejector Inlet Strainer', 'Ejector Check Disk', 'Oil', 'Vapor Extractor discharge check valves', 'Ejector Nozzles', 'External Heater, if present', 'Pump discharge check valves', 'Pipe Supports', 'Immersion Heaters', 'Manual Valves', 'Flanged Joints', 'Reservoir Return Strainer Access Hatch', 'Ejector Assembly', 'Vapor Extractors', 'Demister, inlet and outlet', 'Demister, outlet drain', 'Reservoir', 'Return Strainers', 'Oil Loop Seals', 'Three-way Transfer Valve (bearing oil coolers)', 'Vapor Extractor Discharge Valve', 'Mechanical Oil Level Gauge', 'Pressure Relief Valve (i.e. Regulator valve)']"
TURB_MHC_GE_1,Main Turbine - MHC Controls - GE - Separately Mounted Control Valves,"['Limit Switches - Pneumatic', 'Extraction Relay Dump Valve', 'Limit Switches - Electric on Valve Actuators', 'Fly Weight Governor and Drive Gears', 'Speed Load Changer', 'Control Valves - Separately Mounted', 'Control and Intercept Valve Operating Linkages', 'Transmitter Receivers (intercepts, control, hydraulic relays)', 'Governor Drive Bearings', 'Stop Valve Bypass Mechanism', 'Thrust Bearing Wear Detector', 'Hydraulic Relays (speed, intercept, secondary speed, pre-emergency governor, etc)', 'Hydraulic Actuators (main, and reheat stop if present)', 'Overspeed Trip Mechanism', 'Limit Switches - Electric excluding valve actuators', 'Emergency Governor', 'Hydraulic Actuators (control, and intercept if present)', 'Trip Assembly Master Vacuum', 'Pneumatic Relays (blow down, water spray, equalizer, valve test, etc)']"
TURB_MHC_GE_2,Main Turbine - MHC Controls - GE - Shell or Chest Mounted Control Valves,"['Limit Switches - Pneumatic', 'Extraction Relay Dump Valve', 'Limit Switches - Electric on Valve Actuators', 'Fly Weight Governor and Drive Gears', 'Speed Load Changer', 'Control and Intercept Valve Operating Linkages', 'Transmitter Receivers (intercepts, control, hydraulic relays)', 'Governor Drive Bearings', 'Stop Valve Bypass Mechanism', 'Thrust Bearing Wear Detector', 'Control Valves - Shell or Chest Mounted', 'Hydraulic Relays (speed, intercept, secondary speed, pre-emergency governor, etc)', 'Hydraulic Actuators (main, and reheat stop if present)', 'Overspeed Trip Mechanism', 'Limit Switches - Electric excluding valve actuators', 'Emergency Governor', 'Hydraulic Actuators (control, and intercept if present)', 'Trip Assembly Master Vacuum', 'Pneumatic Relays (blow down, water spray, equalizer, valve test, etc)']"
TURB_MHC_WEST_1,Main Turbine - MHC Controls - Westinghouse - Separately Mounted Governor Valves,"['Diaphragm Operated Valve - Water Spray', 'Auxiliary Governor', 'Throttle Pressure Controller', 'Trip Block Assembly (vacuum trip, low oil pressure trip, thrust bearing trip, solenoid trip)', 'Limit Switches - Electric', 'Hydraulic Actuators (reheat stop if present)', 'Hydraulic Actuators (throttle, and reheat stop if present)', 'Hydraulic Relays (governor, interceptor, throttle, and reheat stop)', 'Speed Load Changer (Governor)', 'Hydraulic Device Cover Gaskets', 'Governor and Interceptor Valve Operating Linkages', 'Governor Oil Impeller', 'Thrust Bearing Wear Detector', 'Overspeed Trip Mechanism', 'Extraction Relay Dump Valve', 'Auto Stop Trip Valve', 'Hydraulic Actuators (governor, and interceptor if present)', 'Load Limit Valve']"
TURB_PROC_1,Turbine - Main Feedwater Type with MHC,"['Casing', 'Sole Plate', 'Rotor Shaft', 'High and Low Pressure Control Valves', 'Trip Reset Piston', 'High and Low Pressure Shaft Driven Oil Pumps', 'Oil Supply Spring Loaded Pressure Control and Pressure Regulating Valves', 'Turbine Bearing Labyrinth Seals', 'MHC Components: Pistons, Pilot Valves, Vacuum Trip Mechanism, Servo Valves, Fittings, and Speed Governor', 'Governor and Oil Pump Drive Gear', 'High and Low Pressure Stop Valves', 'Oil', 'Rotor Blading', 'Oil Filter Transfer Valve', 'Stationary Diaphragms and 1st Stage Nozzles', 'Steam Strainer Wire Mesh', 'Duplex Oil Filter', 'Oil Supply Tank', 'Bearing Vibration Shaft Riders, if present', 'Oil Piping Rubber Boots', 'Oil Coolers', 'Turning Gear, Gear Train', 'Overspeed Trip Mechanism', 'Limit Switches', 'Turbine Bearings', 'Exhaust Hood Expansion Joint', 'Turning Gear Engaging Mechanism', 'Oil Supply Fittings, Flanges, and Gaskets', 'Exhaust Hood Supports', 'Exhaust Hood Rupture Disk', 'Shaft Steam Seal', 'Motor Driven Oil Pumps', 'MHC Levers, Linkages, and Air Motors', 'Steam gaskets']"
TURB_PROC_1_FWMHC_V2,Turbine - Main Feedwater Type with MHC Controls,"['Casing', 'Thrust and Journal - Bearing Metal Thermocouples', 'Turbine Journal Bearings - Tilt Pad', 'Pedestal', 'Casing Packing Housing Drain', 'LP Nozzle Block Bolt Cover Plates', 'Rotor Shaft', 'Turbine Journal Bearings - Sleeve or Tilt Pad', 'Valves - High and Low Pressure Stop', 'Trip Reset Piston', 'Lube Oil Tank Level Indicator', 'Turbine Journal Bearing Labyrinth Oil Seals', 'Turbine Thrust Bearing Wear Detector - Mechanical', 'Turning Gear Drive Mechanism', 'Casing Bolting', 'Lube Oil Tank Loop Seals', 'Lube Oil Supply Spring Loaded Pressure Control and Pressure Regulating Valves', 'Lube Oil Vapor Extractor Blower and Motor', 'Lube Oil Coolers', 'Governor and Oil Pump Drive Gear', 'Lube Oil Level Tank Indicator', 'Exhaust Hood Expansion Joint - Stainless Steel, if present', 'Rotor Blading', 'Lube Oil Supply Tank', 'Stationary Diaphragms Centering Pins and Crush Pins', 'MHC Control Components: Levers, Linkages, and Air Motors', 'Lube Oil Tank Fill Access Hatch', 'Steam Gaskets -Casing and Steam Chest', 'Rotor Shaft - Shaft Grounding Shoe, if present', 'Motor Driven Oil Pumps - AC & DC Motors', 'Turbine Journal Bearings - Sleeve only', 'Stationary Diaphragms and 1st Stage Nozzles', 'Turning Gear Motor', 'Lube Oil Tank Oil Level Sight Gauge', 'Lube Oil Tank Immersion Heaters', 'Valves - High and Low Pressure Stop - Actuators', 'Lube Oil Piping Rubber Boots - Front Standard Downcomer and Others', 'Lube Oil Vapor Extractor Manual Discharge Valve', 'Coupling', 'Steam Strainer Wire Mesh', 'Valves - High and Low Pressure Control - Actuators', 'Motor Driven Oil Pumps and Motors - AC & DC', 'Emergency Trip Relay (Hydraulic)', 'Emergency Oil Trip Piston or Valve', 'Exhaust Hood Expansion Joint - Elastomer Type, if  present', 'Emergency Governor Overspeed Trip', 'Turbine Thrust Bearing - Kingsbury & Tapered Land Designs', 'Oil Filter - 3 Way Transfer Valve (Lube & Servo Oil)', 'Emergency Trip Valve', 'Thrust and Journal - Bearing Vibration Proximity Probes', 'Valves Gaskets - High and Low Pressure Control and Stop', 'Motor Driven Oil Pumps - AC & DC', 'Casing - Diaphragm Fit Area', 'Lube Oil Supply Fittings, Flanges, and Gaskets', 'Oil Filter - Duplex Type (Lube & Servo Oil)', 'Overspeed Trip Mechanism, includes rotor and front standard', 'MHC Control Components: Pistons, Pilot Valves, Vacuum Trip Mechanism, Servo Valves, Fittings, and Speed Governor', 'Lube Oil Vapor Extractor Discharge Check Valve', 'Turbine Thrust Bearing Position - Proximity Probe', 'Exhaust Hood Expansion Joint', 'Limit Switches - Permission and Indication', 'Shaft Steam Labyrinth Seal', 'Lube Oil Temperature Sensors - Cooler Input and Outlet, and Bearing Drain Temperature Sensor and Indicator', 'Turning Gear Engaging Mechanism', 'Emergency Trip Finger', 'Exhaust Hood Supports', 'Exhaust Hood Rupture Disk', 'Lube Oil', 'Motor Driven Oil Pumps - DC Motor only', 'Shaft Driven Oil Pump', 'Valves - High and Low Pressure Control', 'Lube Oil Piping Rubber Boots - All Others', 'Turbine Thrust Bearing - Kingsbury Designs', 'Lube Oil Tank Ground (Earth) Connection']"
TURB_PROC_1_Trip_West_V0,Turbine - Main Feedwater - Trip System - Westinghouse,"['Overspeed trip mechanism', 'Vacuum trip mechanism', 'Manual trip device', 'Low lube oil trip pressure switch', 'Trip solenoid valve']"
TURB_PROC_2,Turbine - Process - Small,"['Bearing Feet', 'Trip Solenoid', 'Turbine Shaft', 'Overspeed Trip Mechanism - Mechanical', 'Lube Oil Coolers', 'Trip and Throttle Valve', 'PG Type Governor Control System Components: Pistons, Pilot Valves, Vacuum Trip Mechanism, Servo Valves, and Fittings', 'Governor Valve', 'Turbine Gland Case', 'Steam Inlet and Exhaust Drain Systems', 'Lube Oil Filter', 'Turbine Thrust Bearings (Ball)', 'Turbine Shaft Oil Seal', 'Coupling - Shaft  to Governor Control Assembly', 'Turbine Antifriction Bearings', 'Turbine Shaft Steam Seal', 'PG Type Governor Control System Oil', 'Turbine Thrust Bearings, if present', 'Turbine Wheel', 'Speed pickup and sensor', 'Lube Oil Filter Transfer Valve', 'Lube Oil']"
TURB_PROC_3_FWEHC_V1,Turbine - Main Feedwater Type with EHC Controls,"['Casing', 'Thrust and Journal - Bearing Metal Thermocouples', 'Turbine Journal Bearings - Tilt Pad', 'Pedestal', 'Casing Packing Housing Drain', 'LP Nozzle Block Bolt Cover Plates', 'Rotor Shaft', 'Turbine Journal Bearings - Sleeve or Tilt Pad', 'Valves - High and Low Pressure Stop', 'Exhaust Hood Expansion Joint - all types', 'Lube Oil Tank Level Indicator', 'Trip Reset Piston', 'Turbine Journal Bearing Labyrinth Oil Seals', 'Turbine Thrust Bearing Wear Detector - Mechanical', 'Casing Bolting', 'Lube Oil Tank Loop Seals', 'Lube Oil Supply Spring Loaded Pressure Control and Pressure Regulating Valves', 'Lube Oil Vapor Extractor Blower and Motor', 'Turning Gear Drive Mechanism', 'Lube Oil Coolers', 'Lube Oil Level Tank Indicator', 'Stationary Diaphragms Centering Pins and Crush Pins', 'Exhaust Hood Expansion Joint - Stainless Steel, if present', 'Rotor Blading', 'Lube Oil Supply Tank', 'Turbine Journal Bearings - Sleeve only', 'Lube Oil Tank Fill Access Hatch', 'Steam Gaskets -Casing and Steam Chest', 'Rotor Shaft - Shaft Grounding Shoe, if present', 'Motor Driven Oil Pumps - AC & DC Motors', 'Turning Gear Motor', 'Stationary Diaphragms and 1st Stage Nozzles', 'Lube Oil Tank Oil Level Sight Gauge', 'Lube Oil Tank Immersion Heaters', 'Valves - High and Low Pressure Stop - Actuators', 'Lube Oil Piping Rubber Boots - Front Standard Downcomer and Others', 'Lube Oil Vapor Extractor Manual Discharge Valve', 'Coupling', 'EHC Governor Control System', 'Steam Strainer Wire Mesh', 'Motor Driven Oil Pumps and Motors - AC & DC', 'Emergency Trip Relay (Hydraulic)', 'Emergency Oil Trip Piston or Valve', 'Exhaust Hood Expansion Joint - Elastomer Type, if  present', 'Valves - High and Low Pressure Control - Actuators', 'Emergency Governor Overspeed Trip', 'Turbine Thrust Bearing - Kingsbury & Tapered Land Designs', 'Oil Filter - 3 Way Transfer Valve (Lube & Servo Oil)', 'Emergency Trip Valve', 'Thrust and Journal - Bearing Vibration Proximity Probes', 'Valves Gaskets - High and Low Pressure Control and Stop', 'Motor Driven Oil Pumps - AC & DC', 'Casing - Diaphragm Fit Area', 'Lube Oil Supply Fittings, Flanges, and Gaskets', 'Oil Filter - Duplex Type (Lube & Servo Oil)', 'Overspeed Trip Mechanism, includes rotor and front standard', 'Lube Oil Vapor Extractor Discharge Check Valve', 'Turbine Thrust Bearing Position - Proximity Probe', 'Turning Gear Engaging Mechanism', 'Limit Switches - Permission and Indication', 'Shaft Steam Labyrinth Seal', 'Lube Oil Temperature Sensors - Cooler Input and Outlet, and Bearing Drain Temperature Sensor and Indicator', 'Emergency Trip Finger', 'Exhaust Hood Supports', 'Exhaust Hood Rupture Disk', 'Lube Oil', 'Electronic Lockout Override', 'Motor Driven Oil Pumps - DC Motor only', 'Shaft Driven Oil Pump', 'Lube Oil Piping Rubber Boots - All Others', 'Turbine Thrust Bearing - Kingsbury Designs', 'Valves - High and Low Pressure Control', 'Lube Oil Tank Ground (Earth) Connection']"
TURB_PROC_3_V0,Turbine - Main Feedwater Type with EHC Controls,"['Turbine Bearing Oil Deflectors', 'Casing', 'DC Oil Pump Motor', 'Filter - Duplex Lube Oil', 'Sole Plate', 'Casing Packing Housing Drain', 'Limit Switches (permissive and indication)', 'LP Nozzle Block Bolt Cover Plates', 'Oil Piping Rubber Boot - Front Standard Downcomer', 'Rotor Shaft', 'Oil Supply Spring Loaded Pressure Control and Pressure Regulating Valves', 'Stop Valves - Low Pressure', 'Electronic Lockout Override (Overspeed Trip Circuit)', 'Control Valves - Low Pressure', 'AC Oil Pumps', 'Oil Supply Tank Vapor Extractor', 'Stationary Diaphragms', 'Stationary Diaphragms Centering Pins and Crush Pins', 'Oil', 'Control Valves - High and Low Pressure', 'Thrust Bearing Wear Detector - Mechanical', 'Turning Gear Motor', 'Filter - Duplex Servo Oil', 'Steam gaskets (Casing and Steam Chest)', 'Stationary Diaphragms and 1st Stage Nozzles', 'Stop Valves - High Pressure', 'Turning Gear', 'Coupling', 'Bearing Temperature Thermocouple', 'DC Oil Pump', 'Oil Supply Tank', 'Emergency Oil Trip Piston or Valve', 'Emergency Trip Relay (Hydraulic)', 'Bearing Vibration Shaft Riders, if present', 'Emergency Governor Overspeed Trip', 'Oil Piping Rubber Boots', 'Oil Filter Transfer Valve (3 Way)', 'Emergency Trip Valve', 'Oil Coolers', 'Casing - Diaphragm Fit Area', 'Control Valves - High Pressure', 'Bearing Vibration Prox Probe', 'EHC Governor Control System (MDT-20/GC-20)', 'Stop Valves - High and Low Pressure', 'AC Oil Pump Motors', 'Exhaust Hood Expansion Joint', 'Thrust bearing Wear Detector - Prox Probe', 'Emergency Trip Finger', 'Oil Supply Fittings, Flanges, and Gaskets', 'Exhaust Hood Supports', 'Exhaust Hood Rupture Disk', 'Oil Supply Check Valves', 'Shaft Steam Seal', 'Shaft Steam Seal Packing Housing or Holder', 'Rotor Blades', 'Stop Valves Actuators - High and Low Pressure', 'Turbine Bearings - Journal and Kingsbury', 'Control Valves - High and Low Pressure Operating Cylinder', 'Turbine Bearings - Kingsbury Thrust type', 'Turbine Bearings - Journal type']"
